idNum,lat,long,policePrecinct,neighborhood
17-002652,44.94834712,-93.28052287,5,Whittier
17-002719,44.96297,-93.24575,3,Seward
17-002726,44.99632,-93.29564,4,Near - North
17-002734,45.00026,-93.29717,4,Jordan
17-002750,45.00486,-93.30114,4,Jordan
17-002768,44.99916,-93.29564,4,Near - North
17-002779,44.95014459,-93.26646784,3,Phillips West
17-002787,44.98973694,-93.24488869,2,Marcy Holmes
17-002791,44.95301526,-93.27408256,5,Whittier
17-002794,44.95642768,-93.27149314,5,Whittier
17-002798,44.9609006,-93.27084862,5,Whittier
17-002801,45.02409,-93.30961,4,Cleveland
17-002815,44.98705365,-93.25728617,2,Nicollet Island - East Bank
17-002836,45.01492,-93.29054,4,McKinley
17-002847,45.01764448,-93.29432832,4,Folwell
17-002852,44.99914,-93.28799,4,Hawthorne
17-002858,44.96454128,-93.25818703,3,Ventura Village
17-002866,45.01313258,-93.29495668,4,Jordan
17-002867,45.01107885,-93.31623886,4,Jordan
17-002878,45.01852,-93.29055,4,McKinley
17-002885,44.99915,-93.29258,4,Near - North
17-002899,45.02859056,-93.29575011,4,Webber - Camden
17-002902,44.95642768,-93.27149314,5,Whittier
17-002903,44.99911,-93.28184,4,Hawthorne
17-002917,44.99914,-93.28799,4,Hawthorne
17-002944,44.99307,-93.30571,4,Willard - Hay
17-002958,45.01235319,-93.31589143,4,Jordan
17-002980,44.94661209,-93.27881434,5,Lyndale
17-002995,45.00087769,-93.29410456,4,Hawthorne
17-003023,45.00024,-93.28952,4,Hawthorne
17-003035,44.96458275,-93.26510944,3,Ventura Village
17-003087,44.94835,-93.27668,5,Whittier
17-003091,44.99913768,-93.28875577,4,Hawthorne
17-003093,44.96269,-93.27528,5,Whittier
17-003120,44.94666,-93.27665,5,Lyndale
17-003145,44.92511,-93.27276,3,Regina
17-003171,44.97359,-93.27697,1,Downtown West
17-003184,44.93954,-93.27791,5,Lyndale
17-003196,44.9901446,-93.30572715,4,Near - North
17-003198,44.96005121,-93.24091475,3,Seward
17-003219,44.89561,-93.28067,5,Windom
17-003230,44.97191314,-93.2745023,1,Downtown West
17-003237,44.96269264,-93.27860914,5,Whittier
17-003263,44.94837,-93.2525,3,East Phillips
17-003296,45.00557177,-93.30820797,4,Jordan
17-003297,44.99196942,-93.29641024,4,Near - North
17-003311,45.032503,-93.29322627,4,Webber - Camden
17-003315,44.94659,-93.2983,5,CARAG
17-003321,44.99059354,-93.30195912,4,Near - North
17-003333,44.92074888,-93.27409696,3,Regina
17-003334,45.01317,-93.29812,4,Jordan
17-003382,44.95599844,-93.24735604,3,East Phillips
17-003409,44.96514,-93.254,3,Ventura Village
17-003442,44.95554,-93.24736,3,East Phillips
17-003458,44.96005121,-93.24091475,3,Seward
17-003468,44.93773399,-93.27727558,5,Lyndale
17-003481,45.02932491,-93.28630658,4,Webber - Camden
17-003488,45.01400445,-93.28185246,4,McKinley
17-003500,44.92223954,-93.32551557,5,Linden Hills
17-003528,45.0204,-93.24478,2,Audubon Park
17-003531,44.97677369,-93.27736013,1,Downtown West
17-003538,44.98943199,-93.25274758,2,Marcy Holmes
17-003542,44.98897,-93.25351,2,Nicollet Island - East Bank
17-003558,44.89153293,-93.27811309,5,Windom
17-003560,44.94921965,-93.24995453,3,East Phillips
17-003562,44.9483707,-93.24676939,3,Corcoran
17-003563,44.95374,-93.25246,3,Midtown Phillips
17-003571,44.89877848,-93.2780985,5,Windom
17-003577,44.99807586,-93.30066774,4,Willard - Hay
17-003583,45.00599,-93.30189,4,Jordan
17-003592,44.98506701,-93.24402152,2,Marcy Holmes
17-003593,44.94567311,-93.2626418,3,Powderhorn Park
17-003601,44.94473,-93.26263,3,Powderhorn Park
17-003604,45.01316,-93.2509,2,Holland
17-003622,45.04932,-93.28766,4,Lind - Bohanon
17-003638,44.96574578,-93.27657667,5,Steven's Square - Loring Heights
17-003652,44.96269483,-93.28011993,5,Whittier
17-003676,44.9627,-93.26383,3,Ventura Village
17-003678,44.96390132,-93.31189869,5,Kenwood
17-003710,44.94836,-93.29828,5,ECCO
17-003713,44.9987,-93.2269,2,Mid - City Industrial
17-003727,44.98925433,-93.25636308,2,Nicollet Island - East Bank
17-003740,44.97675,-93.27868,1,Downtown West
17-003760,44.9438377,-93.24230838,3,Corcoran
17-003768,44.95195349,-93.28743536,5,Whittier
17-003780,44.9474943,-93.2779272,5,Lyndale
17-003790,44.96272211,-93.29881527,5,Lowry Hill
17-003794,44.95629032,-93.3001704,5,East Isles
17-003801,44.96272505,-93.30094929,5,Lowry Hill
17-003804,45.0020624,-93.29717042,4,Jordan
17-003805,44.91787,-93.27412,3,Field
17-003811,44.96494435,-93.30325932,5,Lowry Hill
17-003813,44.96494435,-93.30325932,5,Lowry Hill
17-003816,44.96079217,-93.31085119,5,Kenwood
17-003820,45.00482607,-93.29760725,4,Jordan
17-003829,45.02666106,-93.28503255,4,Webber - Camden
17-003839,44.96395,-93.26765,3,Ventura Village
17-003844,45.04300311,-93.29661216,4,Lind - Bohanon
17-003846,44.96051827,-93.29302864,5,East Isles
17-003848,44.95195,-93.25628,3,Midtown Phillips
17-003851,44.97021,-93.24725,1,Cedar Riverside
17-003865,44.99914,-93.29105,4,Near - North
17-003870,45.00598655,-93.30125606,4,Jordan
17-003878,44.9483555,-93.27730268,5,Lyndale
17-003889,44.91792713,-93.21689298,3,Hiawatha
17-003907,45.01588734,-93.29938127,4,Folwell
17-003926,44.93407323,-93.28759784,5,King Field
17-003928,44.98449,-93.24905,2,Marcy Holmes
17-003937,44.91957924,-93.28639579,5,King Field
17-003948,44.91961697,-93.28119704,5,King Field
17-003974,44.9474742,-93.29829195,5,ECCO
17-004005,44.93769,-93.28821,5,Lyndale
17-004024,44.99738,-93.28799,4,Near - North
17-004025,45.04485925,-93.31307558,4,Shingle Creek
17-004044,44.96597591,-93.24726024,1,Cedar Riverside
17-004060,44.97776424,-93.2650343,1,Downtown West
17-004093,45.01399955,-93.28802025,4,McKinley
17-004102,44.97543284,-93.27342211,1,Downtown West
17-004105,44.96332221,-93.27148389,5,Steven's Square - Loring Heights
17-004112,44.99969389,-93.29105047,4,Hawthorne
17-004130,44.99969389,-93.29105047,4,Hawthorne
17-004154,44.99913,-93.28566,4,Hawthorne
17-004164,44.9847,-93.3045,4,Near - North
17-004166,44.99967021,-93.3082096,4,Willard - Hay
17-004167,44.9905968,-93.30320755,4,Near - North
17-004182,45.01319,-93.30065,4,Folwell
17-004195,44.95554,-93.27787,5,Whittier
17-004212,45.01318,-93.29938,4,Folwell
17-004230,44.94926,-93.29828,5,Lowry Hill East
17-004234,44.96185731,-93.23774484,3,Seward
17-004244,44.98011,-93.28253,1,North Loop
17-004245,44.9492583,-93.29763862,5,Lowry Hill East
17-004250,44.95553,-93.27964,5,Whittier
17-004257,44.99509,-93.25115,2,St. Anthony East
17-004265,45.02036,-93.29559,4,Folwell
17-004278,44.94496,-93.27663,5,Lyndale
17-004279,44.97543284,-93.27342211,1,Downtown West
17-004296,44.9546312,-93.27659023,5,Whittier
17-004314,44.94659,-93.2983,5,CARAG
17-004366,45.01313,-93.29433,4,Hawthorne
17-004369,44.94919535,-93.27408269,3,Phillips West
17-004377,45.01493,-93.2918,4,McKinley
17-004394,44.96181,-93.26256,3,Ventura Village
17-004406,45.0132,-93.30191,4,Folwell
17-004410,44.94068133,-93.27532999,5,Lyndale
17-004427,44.94834,-93.21527,3,Cooper
17-004442,45.01579673,-93.28649282,4,McKinley
17-004482,44.97581086,-93.2457487,1,Cedar Riverside
17-004485,44.97076328,-93.24725145,1,Cedar Riverside
17-004492,44.98851,-93.25852,2,Nicollet Island - East Bank
17-004502,44.98327268,-93.24274868,2,Marcy Holmes
17-004503,44.98074,-93.30629,4,Harrison
17-004508,45.00595,-93.29417,4,Hawthorne
17-004513,44.98575,-93.30123,4,Near - North
17-004517,44.95195,-93.25248,3,Midtown Phillips
17-004536,44.99109303,-93.24664356,2,Marcy Holmes
17-004549,44.99914,-93.29105,4,Near - North
17-004551,44.95553,-93.27964,5,Whittier
17-004558,44.95194,-93.27661,5,Whittier
17-004570,44.99096887,-93.24776915,2,Marcy Holmes
17-004603,44.94925,-93.29573,5,Lowry Hill East
17-004644,44.99877943,-93.21973498,2,Mid - City Industrial
17-004649,44.97559,-93.27528,1,Downtown West
17-004663,45.00368,-93.2818,4,Hawthorne
17-004672,44.94660492,-93.2862069,5,Lyndale
17-004677,45.00312408,-93.28181132,4,Hawthorne
17-004678,45.01595726,-93.31588612,4,Cleveland
17-004689,44.92321482,-93.28377969,5,King Field
17-004693,44.94068133,-93.27532999,5,Lyndale
17-004699,44.94134,-93.27792,5,Lyndale
17-004722,44.96093,-93.25616,3,Ventura Village
17-004730,45.01316173,-93.2516688,2,Holland
17-004737,44.93461752,-93.3141453,5,Linden Hills
17-004763,44.9565,-93.24458,3,East Phillips
17-004796,44.97147,-93.21322,2,Prospect Park - East River Road
17-004799,44.95553,-93.25879,3,Midtown Phillips
17-004827,44.90237056,-93.29083917,5,Kenny
17-004828,45.00483,-93.29805,4,Jordan
17-004850,44.93144733,-93.26249604,3,Bancroft
17-004852,44.95106675,-93.21783525,3,Longfellow
17-004863,44.99870343,-93.26351934,2,St. Anthony West
17-004867,44.96269,-93.27941,5,Whittier
17-004870,44.91792543,-93.20499233,3,Hiawatha
17-004882,44.94836921,-93.24932366,3,Powderhorn Park
17-004898,44.92692,-93.22378,3,Standish
17-004913,44.94667068,-93.26455631,3,Central
17-004919,45.01317,-93.26465,2,Bottineau
17-004972,44.99329,-93.23969,2,Beltrami
17-004973,44.89993505,-93.22294772,3,Wenonah
17-004987,44.99939694,-93.26953264,2,Sheridan
17-004995,44.98712921,-93.26063201,2,Nicollet Island - East Bank
17-004997,44.98789,-93.30827,4,Near - North
17-005004,44.99913207,-93.28461789,4,Near - North
17-005009,44.95821728,-93.26511837,3,Phillips West
17-005017,44.98086593,-93.27076425,1,Downtown West
17-005019,44.98969,-93.30196,4,Near - North
17-005038,44.9800647,-93.27188308,1,Downtown West
17-005057,44.94841574,-93.32280644,5,Cedar - Isles - Dean
17-005066,44.91971,-93.2626,3,Field
17-005111,45.01229415,-93.23715432,2,Windom Park
17-005144,45.01413131,-93.30571414,4,Folwell
17-005164,44.97833114,-93.27252943,1,Downtown West
17-005167,44.96452449,-93.26765521,3,Ventura Village
17-005169,44.98638977,-93.25058011,2,Marcy Holmes
17-005177,44.98638977,-93.25058011,2,Marcy Holmes
17-005180,44.9483642,-93.29001302,5,CARAG
17-005186,45.01685,-93.30825,4,Folwell
17-005187,44.94834712,-93.28052287,5,Whittier
17-005193,44.94925921,-93.29954633,5,East Isles
17-005194,45.00741388,-93.24736822,2,Windom Park
17-005196,45.01763406,-93.2930697,4,Folwell
17-005207,44.96574698,-93.27403148,5,Steven's Square - Loring Heights
17-005217,45.00598655,-93.30125606,4,Jordan
17-005219,44.95463802,-93.27787759,5,Whittier
17-005225,44.99914,-93.28952,4,Hawthorne
17-005232,44.9474742,-93.29829195,5,ECCO
17-005275,44.96627258,-93.26382634,1,Elliot Park
17-005279,45.00866827,-93.30063047,4,Jordan
17-005297,44.99951,-93.29905,4,Jordan
17-005319,44.95462911,-93.2740634,5,Whittier
17-005322,44.89237,-93.28836,5,Windom
17-005328,44.95284755,-93.29570059,5,Lowry Hill East
17-005327,45.0048,-93.28952,4,Hawthorne
17-005354,44.96275,-93.23775,3,Seward
17-005356,45.00603,-93.31206,4,Willard - Hay
17-005358,45.00595,-93.29417,4,Hawthorne
17-005363,44.97543284,-93.27342211,1,Downtown West
17-005383,44.94881208,-93.29700406,5,Lowry Hill East
17-005394,44.97087,-93.27354,1,Downtown West
17-005406,45.01316,-93.25672,2,Holland
17-005414,44.99414454,-93.29183339,4,Near - North
17-005421,44.99686192,-93.29105312,4,Near - North
17-005430,44.89784525,-93.29048348,5,Kenny
17-005438,45.0291138,-93.27616812,2,Columbia Park
17-005440,44.97419,-93.26898,1,Downtown West
17-005441,44.9988,-93.31205,4,Willard - Hay
17-005458,45.00513,-93.3082,4,Jordan
17-005484,44.95195537,-93.26136643,3,Midtown Phillips
17-005500,44.92059183,-93.21921931,3,Hiawatha
17-005502,44.91517938,-93.31886431,5,Fulton
17-005521,44.917924,-93.3208027,5,Linden Hills
17-005533,44.95284615,-93.25247076,3,Midtown Phillips
17-005535,45.00642144,-93.24736561,2,Logan Park
17-005564,45.02955951,-93.29384362,4,Webber - Camden
17-005569,44.94957571,-93.30498284,5,East Isles
17-005581,44.97563254,-93.27237593,1,Downtown West
17-005587,44.91873473,-93.27795772,5,Tangletown
17-005592,44.94135263,-93.27598973,5,Lyndale
17-005598,44.99332882,-93.31014109,4,Willard - Hay
17-005604,44.99242775,-93.31078036,4,Willard - Hay
17-005610,44.98531397,-93.31106208,4,Willard - Hay
17-005621,44.99700193,-93.31526067,4,Willard - Hay
17-005630,45.00889,-93.24915,2,Holland
17-005651,44.9449548,-93.23722885,3,Corcoran
17-005689,44.94835544,-93.28365334,5,Lyndale
17-005691,44.9915,-93.30195,4,Near - North
17-005692,44.951945190000004,-93.28049658,5,Whittier
17-005705,44.96324,-93.28793,5,Steven's Square - Loring Heights
17-005707,44.94954814,-93.28300416,5,Whittier
17-005710,44.94835544,-93.28365334,5,Lyndale
17-005714,44.96269,-93.27275,5,Steven's Square - Loring Heights
17-005729,45.00085859,-93.28798931,4,Hawthorne
17-005746,44.95074,-93.27967,5,Whittier
17-005753,44.9959993,-93.2397061,2,Beltrami
17-005759,44.94836419,-93.30274383,5,East Isles
17-005764,44.98132317,-93.2378487,2,Marcy Holmes
17-005785,45.01861,-93.30064,4,Folwell
17-005789,44.93954,-93.27791,5,Lyndale
17-005818,45.01413131,-93.30571414,4,Folwell
17-005857,44.98183,-93.24564,2,Marcy Holmes
17-005885,44.94834712,-93.28052287,5,Whittier
17-005905,44.96396,-93.27404,5,Steven's Square - Loring Heights
17-005939,45.00783308,-93.31400365,4,Willard - Hay
17-005951,44.97845913,-93.27733144,1,Downtown West
17-005957,44.93767918,-93.27531408,5,King Field
17-005967,44.99787774,-93.31077222,4,Willard - Hay
17-005993,44.96986,-93.27933,1,Loring Park
17-005997,44.93954466,-93.27597891,5,Lyndale
17-006007,44.97970183,-93.26802926,1,Downtown West
17-006029,44.94835935,-93.25949392,3,Midtown Phillips
17-006036,45.01497,-93.24912,2,Holland
17-006046,44.95823066,-93.28802905,5,Lowry Hill East
17-006047,44.99307,-93.30446,4,Willard - Hay
17-006068,45.00482,-93.29564,4,Jordan
17-006071,44.97034,-93.26298,1,Elliot Park
17-006083,45.04025,-93.29913,4,Lind - Bohanon
17-006107,44.96662,-93.24725,1,Cedar Riverside
17-006115,45.02756,-93.28808,4,Webber - Camden
17-006116,44.97021,-93.24725,1,Cedar Riverside
17-006121,44.97338016,-93.24679042,1,Cedar Riverside
17-006134,44.94836,-93.27792,5,Lyndale
17-006142,44.97675,-93.27868,1,Downtown West
17-006151,44.95194,-93.26771,3,Phillips West
17-006168,44.94656,-93.24741,3,Corcoran
17-006182,45.01266426,-93.25672275,2,Holland
17-006190,44.96326903,-93.29102207,5,Lowry Hill
17-006194,44.98371,-93.27133,1,North Loop
17-006196,44.96002038,-93.28801715,5,Whittier
17-006200,44.99914,-93.28799,4,Hawthorne
17-006216,44.99031863,-93.25204216,2,Nicollet Island - East Bank
17-006245,44.96805559,-93.2638264,1,Elliot Park
17-006247,44.94666,-93.26901,3,Central
17-006249,45.01495,-93.29559,4,Folwell
17-006254,44.9987,-93.26593,2,Sheridan
17-006257,44.94837,-93.28682,5,Whittier
17-006258,44.94835,-93.2716,3,Central
17-006271,44.93637454,-93.24227267,3,Standish
17-006275,45.03129,-93.30465,4,Webber - Camden
17-006278,44.95779751,-93.24733141,3,East Phillips
17-006280,44.9788,-93.27365,1,Downtown West
17-006285,44.970044,-93.21779198,2,Prospect Park - East River Road
17-006291,44.99802253,-93.31717887,4,Willard - Hay
17-006292,44.94405545,-93.27663207,5,Lyndale
17-006297,44.95645994,-93.24596583,3,East Phillips
17-006305,44.99876,-93.30821,4,Willard - Hay
17-006311,45.0015,-93.29411,4,Hawthorne
17-006314,44.95645994,-93.24596583,3,East Phillips
17-006323,45.00524729,-93.25564479,2,Logan Park
17-006324,44.94750962,-93.26647891,3,Central
17-006330,44.95195,-93.2601,3,Midtown Phillips
17-006336,44.96849242,-93.26510066,1,Elliot Park
17-006374,44.99627024,-93.23719165,2,Mid - City Industrial
17-006375,44.94927061,-93.23311748,3,Longfellow
17-006377,45.00594,-93.24356,2,Windom Park
17-006389,44.9844916,-93.28784645,1,North Loop
17-006436,44.98045,-93.27134,1,Downtown West
17-006446,44.95914,-93.2473,3,East Phillips
17-006457,44.98783,-93.22693,2,Como
17-006474,44.97423,-93.28167,1,Loring Park
17-006514,44.99156,-93.21642,2,Como
17-006525,44.98638977,-93.25058011,2,Marcy Holmes
17-006536,45.03702,-93.31153,4,Victory
17-006553,45.02409,-93.30834,4,Cleveland
17-006559,45.00239,-93.3082,4,Willard - Hay
17-006569,44.93682774,-93.27791461,5,King Field
17-006581,45.00368355,-93.28100393,4,Hawthorne
17-006582,44.97543284,-93.27342211,1,Downtown West
17-006585,44.98720974,-93.28094392,1,North Loop
17-006589,45.00598,-93.30062,4,Jordan
17-006591,45.02409,-93.30834,4,Cleveland
17-006593,45.00774,-93.29305,4,Hawthorne
17-006600,44.96458275,-93.26510944,3,Ventura Village
17-006601,44.99083,-93.29818,4,Near - North
17-006606,44.96628,-93.26255,1,Elliot Park
17-006623,45.0070609,-93.312809240000007,4,Willard - Hay
17-006635,45.01356972,-93.3095168,4,Cleveland
17-006637,45.02391144,-93.28263502,4,Webber - Camden
17-006639,44.91322327,-93.29339241,5,Lynnhurst
17-006654,45.01495,-93.29559,4,Folwell
17-006657,45.00312776,-93.28338604,4,Hawthorne
17-006666,45.03692,-93.29905,4,Webber - Camden
